biblionumber	kept_shelf	full_title	author	abstract	publications_data	content	subject1	subject2	subject3	other_authors	book_url
260333	6	زايد : | مائة عام من المجد /	الهاشمي، محمد عمر.		[أبو ظبي] : | نبطي للنشر،						https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=260333
260260	6	100 قصة عن الشيخ زايد /	الحبسي، محمد المونة.								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=260260
260228	2	يهود العراق و المواطنة المنتزعة /	حبيب، كاظم.	أصدر الكاتب الدكتور كاظم حبيب ، كتابا بعنوان "يهود العراق والمواطنة المنتزعة"، الذى يتناول فيه تاريخ وجود اليهود فى العراق وهجرة بعضهم منها بعد صدور قانون إسقاط الجنسية عنهم عام 1950. كما يتطرق الكتاب إلى التمييز الديني الذي عانى منه اليهود فى العراق، على مر التاريخ، وكذلك تأثير الفكر النازي المعادي لهم في ألمانيا على الفكر العربي اليميني، وعدة أحداث تاريخية مرت بها حياة اليهود. كما يتناول الكتاب عدداً من الأدوار الاجتماعية والاقتصادية والأدبية التى قام بها يهود العراق فى هذا البلد، وتأثيرهم فيه. ويستعرض كتاب «يهود العراق والمواطنة المنتزعة» تاريخ وجود اليهود بالعراق منذ السبي الأول وإلى حين صدور قانون إسقاط الجنسية عنهم في العام 1950/1951، والذي أدى إلى هجرة ما يزيد عن 120 ألف مواطن ومواطنة من أتباع الدين اليهودي خلال فترة قصيرة، كما يبحث في حياتهم الاجتماعية ودورهم المتميز في مجالات الاقتصاد والمال والأدب والفن، وبشكل خاص في مجالات الموسيقى والغناء، والسياسة وعموم الحياة الثقافية العراقية. ويتطرق الكتاب إلى المعاناة التي واجهتهم في فترات مختلفة بسبب التمييز الديني الذي شهده العراق على امتداد تاريخه الطويل ومنذ وصول اليهود إلى بلاد ما بين النهرين (ميزوبوتاميا). كما يبرّز معاناتهم الاستثنائية في فترة تصاعد الفكر القومي النازي المناهض للسامية بألمانيا وتأثيره الفعلي على الفكر القومي اليميني العربي وأحداث فاجعة ومجزرة «الفرهود ضد اليهود» في العام 1941 ببغداد والبصرة ومواقف القوى السياسية العراقية من ذلك. ثم يتطرق الكتاب بالتفصيل إلى العوامل الكامنة وراء تلك الهجرة الجماعية ومن يقف خلفها.							https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=260228
259664	2	سادة الأقوال في القيادة و القادة : | أقوال ملهمة /	الجديبا، حاتم بن أحمد،								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=259664
259322	2	المكانة الإقليمية لتركيا حتى عام 2020 : | دراسة مستقبلية /	البدور، بكر محمد رشيد،	من خلال تتبع النزوع التاريخي للجيوستراتيجية التركية تبين أن أوروبا والبلاد العربية تشكل نقطة الجذب الأهم بالنسبة لتركيا، وخاصة الأطراف الشرقية والجنوبية من أوروبا وسوريا والعراق، وفي ظل عدم تحقق الاستقرار في العراق، فستبقى تركيا تعمل على توسيع نفوذها هناك إلى جانب إيران والولايات المتحدة، فالعراق نقطة مهمة لجميع هذه الأطراف، كما ان اندلاع الثورة السورية واحتمالية انهيار النظام السياسي فيها ستجعل منه منطقة رخوة تسعى تركيا لمد نفوذها إليها.							https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=259322
258912	2	المودودي و صناعة التجديد الإسلامي /	Nasr, Seyyed Vali Reza,	هذا الكتاب في الأصل هو أطروحة المؤلّف للدكتوراه عام 1994. ولي سيد نصر هو الآن عالم سياسي مبرّز وعميد كلية الدراسات السياسية والاستراتيجية التابعة لجامعة جون هوبكنز، ويعدّ من المتخصصين في سياسة الشرق الأوسط وثقافته، إذ إلى جانب تكوينه الأكاديمي هو من أصلي إيراني، هاجر وأبوه الفيلسوف سيد نصر إلى أميركا بعد الثورة الإيرانية 1979.    يستقصي المؤلف في هذا الكتاب، من خلال رحلة ميدانية وبحثية طويلة، سيرة أبي الأعلى المودودي؛ أحد أبرز منظّري الإسلام السياسي، الذي يراه المؤلف أبا الإسلام السياسي والمؤثر الأهم، ليس في شبه القارة الهندية فحسب، بل وحتى في المجال الشيعي الإيراني، من خلال الخميني، وفي المجال السني العربي، من خلال تأثّر حسن البنا وجماعة الإخوان المسلمين بأفكاره الشمولية التي ترجمها أبو الحسن الندوي مبكرًا.    حراك المودودي قبل انفصال باكستان وبعده هو ما يحاول أن يستقصيه هذا الكتاب، إذ يرسم الكتاب شخصية المودودي بنفَس أكاديمي موضوعي لا يخلو من بعض المفاجآت، ومن بينها إبراز براغماتية المودودي وتقلّباته طوال حراكه السياسي، على سبيل المثال يحكي المؤلف أن المودودي ألّف في شبابه كتابًا تبجيليلًا عن «غاندي»، ويحكي تقلّباته الأخرى قبل وبعد تأسيس «جماعة إسلامي»، غامزًا من أن تكوينه كان أقرب إلى الصحافي من العالِم، وموافقًا في هذا ما حكاه فضل الرحمن مالك الذي قال مبررًا خروجه من باكستان، بعد مضايقات المودودي وأتباعه له، «لا يستطيع العالِم أن يهزم صحافيًا»، وفي هذا السياق، يرى المؤلف أن المودودي تأثر ببعض أفكار السلفية الهندية ولم يكن مطّلعًا على أدبيات الدعوة السلفية النجدية (دعوة ابن عبد الوهاب).							https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=258912
258721	2	حلم الحضارة الإيكولوجية : | خطط الصين لتعزيز التنمية المستدامة و تحسين البيئة /		خلال السنوات الأخيرة، كان على الصينيين التعامل مع العواقب بعيدة المدى للنمو الاقتصادي في البلاد. وفي بعض الحالات، يدور الحديث عن ظواهر جديدة، لكن في حالة الكورونا يدور الحديث في الواقع عن تقليد شعبي: تناول الحيوانات البرية، أو استخدام أعضائها في الطب الشعبي. واللافت أن ارتفاع مستويات المعيشة في الصين أدى إلى زيادة الطلب على هذه الحيوانات تحديدا							https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=258721
258405	2	تحليل المحتوي الإعلامي : | خطوات-نماذج-تطبيقات /	ابن عيشة، عبد الكريم.	انطلاقا من التنوع بالمناهج والأدوات أراد المؤلف أن يسلط الضوء على أحد هذه الأدوات الشائعة الاستخدام في بحوث الإعلام والاتصال، ألا وهي أداة تحليل المحتوى التي تتمتع بخصوصية معيَنة ولها أولوية في التعامل مع البحوث التي تنتمي لمجال دراسة المحتويات الإعلامية، وبالرغم من كثرة استخدامها إلاً أنَها لا تزال نوعا ما تعاني بعض التوضيح سواء بالنسبة للطلبة الدارسين في حقل الاعلام والاتصال أو حتَى الباحثين في هذا المجال، باعتبارها أداة تخضع لعدَة اعتبارات.							https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=258405
257500	3	القراءة والضمير الجمعي /	سلامي، عبد الدائم،	يمثل الأدب, من الناحية الجمالية والقيمية, دعامة من دعامات النهوض  الحضاري للشعوب; فهو كالبئرالتي يستقي منها الناس أصنافاً من الرؤى  التي تكشف الخلل في تصوراتهم وكونهم, ً فضلا عن كون الأدب السـبيل إلى  تكوين تصورات وأفكـار جديـدة مناسـبة لـواقعهم. إن وجـود الأدب هـو  ضـرورة من ضـروريات الحياة, حيث يمكننا أن نجد شعباً مـن دون أرض  أو دستورأو ثروات; ولكن يصعب أن نجد شعباً بلا تراث أدبي. وأؤمن بأن  الأدب دليل كل شعب على استحقاقه للحياة. والشعوب الجديرة بالحياة هـي  تلك القادرة على خلق الأدب. ُويقصد بالتدبير الحسن في الأدب قـدرة المـرء  على الحلول بالنصوص المقروءة حلول الشغف بها والرغبـة فيهـا حتـى يبلـغ  منها غايتها.							https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=257500
257414	6	المسؤولية الجنائية عن جرائم تلويث البيئة : | دراسة مقارنة /	موسى، حوراء،								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=257414
256543	6	مؤتمر الدفاع الوطني في عصر الإبتكار التكنولوجي 24-25 أكتوبر، 2018.									https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=256543
255910	6	زايد بعيون إماراتية /	وحيد، وجود.								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=255910
255720	2	تاريخ التعددية و العلاقات بين الاثنيات و أثرها علي النظام السياسي الماليزي /	طارش، نجم عبد،	يعد التعدد والتنوع قانون عالمنا فهو يتجلى ويبرز في كل مستويات وجوانب حياتنا ، ويُعد الاهتمام بدراسة التعددية بأبعادها ومستوياتها المختلفة من الاهتمامات الحديثة نسبيا في حقل العلوم السياسية ، وعلى المستوى السياسي كان ينظر إلى التعددية السياسية باعتبارها شراً وفتنة واستثناء غير مرغوب ولا مرحب به ، ففي المرحلة الأولى عن الاختلاف والتنوع غير موجود ولم يعترف به ، ثم بعد ذلك اعترف بوجوده ولكن عد ضاراً يجب قمعه وعدم السماح له بالظهور لأنه يؤدي إلى تقسيم وتمزيق المجتمعات التي افترض قسراً أو توهماً أنها مجتمعات موحدة ، ولكن هذا الفرض أدى إلى نتائج سلبية وضارة تمثلت في سياسات وممارسات فرضتها أحزاب أو دول أو مجموعات عرقية أو قبلية أو دينية ضد غيرها : لإجبارها على التخلي عن خصوصياتها والاندماج في ثقافة وتوجهات حدّدت من قبل الأقوى ، مما أدى إلى إيجاد ردود فعل عنيفة ودموية ضد هذه السياسات ، وهو ما فرض إيجاد آليات جديدة للتعامل مع وجود التنوع تمثل بالاعتراف به وضرورة التعامل معه بوصفه واقعاً لا يمكن القفز فوقه وإيجاد الآليات الإدارته ، ولكن مع الحداثة النسبية لهذه الدراسات فإنها قد قطعت شوطاً مهماً في البحث والتعقق والتأصيل النظري ، ولعل الدفعة القوية التي منحت الدراسات التعددية في المجال السياسي قد جاءت من مصدرين أساسيين : أولهما دراسات الكتاب والسياسيين الأمريكيين في حقل العلوم السياسية التي كان الباعث وراءها هو حقيقة بدأت تفرض نفسها في المجتمع الأمريكي خاصة بعد الحرب العالمية الثانية كونه لم يعد مجتمعاً ذا أغلبية أوربية سكسونية كما كان في السابق بل أصبح بسبب سياسة الهجرة مجتمعاً تعددياً ، إذ كان لزاماً لتحقيق الاستقرار فيه بمستوياته المختلفة من التعامل معه بواقعية وهذه الواقعية في التعامل مع المجتمع التعددي بقناته Nee! ومستوياته المختلفة لا يمكن تحقيقها من دون دراسة علمية موضوعية له ، من هنا ظهرت الدراسات التعددية في المتحدة بصفتها تعبيراً عن واقع وحاجة حقيقية فرضتها اعتبارات عملية لحركة المجتمع وتطوره.							https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=255720
255714	6	قراءات في شعر محمد أحمد السويدي /	نور الدين، محمد عبد الله،								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=255714
255357	6	أوائل الإمارات: 2014/									https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=255357
255356	6	أوائل الإمارات: 2016/									https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=255356
255352	6	تأسيس البلديات و دورها في إمارات الساحل المتصالح (1927 - 1971 م) /	القايدي، عائشة سعيد،								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=255352
255350	6	تاريخ النهضة الثقافية في الشارقة 1800 - 1972 م /	راشد، علي محمد،								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=255350
255349	6	مسيرة التعليم في خورفكان (1959 - 2000 م) : | دراسة تاريخية /	النقبي، إبراهيم أحمد علي،								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=255349
255348	6	لمحات من تاريخ الرعاية الصحية و الطبية في إمارة الشارقة (1900 - 1971 م) /	الكندي، أسماء يوسف أحمد ذياب،								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=255348
255342	6	تاريخ التعليم في الشارقة 1900 - 1950 م : | دراسة تاريخية وصفية موضوعية /	المطروشي، علي بن محمد بن علي بن راشد،								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=255342
255340	6	التجارة في الإمارات قديماً : | دراسة تاريخية لملامح التجارة في الإمارات منذ بداية القرن العشرين وحتى قيام الاتحاد 1971 م /	المغني، عبدالله سليمان،								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=255340
255313	6	تاريخ المكتبات في إمارة الشارقة في النصف الأول من القرن العشرين /	المطروشي، علي بن محمد بن علي بن راشد،								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=255313
255289	6	Zayed the founder /		Zayed the Founder sheds light on the life and achievements of the late Sheikh Zayed bin Sultan Al Nahyan (may God rest his soul in peace). Following on from the centennial anniversary of the birth of the founding father (1918-2018), and when exploring the rise of this blessed country, its people and residents, we discover the late Sheikh Zayed dedicated his life to serving his homeland, overcoming challenges and achieving great progress with patience and determination. The book explores the upbringing and early life of Sheikh Zayed, as well as the various factors that shaped his character and thought, seeing him become an exceptional role model who left his mark on the history of the UAE, Gulf, Arab region and world. The book also charts Sheikh Zayed’s rule in the city of Al Ain, where early success was an indication of his leadership genius and sound approach to making the most of opportunities and addressing challenges. The book goes on to examine Sheikh Zayed’s time as ruler in Abu Dhabi, and the pivotal role he played in modernizing the emirate, which paved the way to seeing his dream of unification become a reality. The book examines Sheikh Zayed’s role in establishing the UAE Federation, highlighting several important aspects, including his views on the Union and the measures he took to overcome difficulties to achieve unity, and preserve it. Sheikh Zayed’s work to establish the Union, at constitutional and institutional levels, created a development model based on balance and sustainability; combining authenticity and modernity. The book also highlights the humanitarian aspect of Sheikh Zayed’s life, looking at his approach to humanitarian action and his countless charitable deeds. Sheikh Zayed’s foreign policy principles and objectives are also explored, as well as his achievements in promoting joint Gulf and Arab action, and his support of the Palestinian cause. Zayed the Founder concludes with the testimonies of Arab and foreign leaders and officials, who have honored Sheikh Zayed (may God rest his soul in peace). The many awards he received from various international and regional institutions are highlighted, given in recognition of his great service to humanity, development and peace across the world.							https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=255289
254861	6	تاريخ التعليم في رأس الخيمة وعجمان وأم القيوين والفجيرة 1900 - 1972 /	الشيخ، عارف،								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=254861
254490	6	زايد : | سيرة حياة /									https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=254490
254471	6	سلطة القضاء الوطني في تنفيذ الأحكام القضائية و أحكام التحكيم الأجنبية /	بوشليبي، موزة أحمد محمد.								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=254471
254438	6	التنمية المستدامة : | دولة الإمارات العربية المتحدة نموذجاً /	الدرمكي، أحمد معيوف،	يتناول هذا الكتاب التعريف من قريب على نظريات ونماذج من التنمية المستدامة في الغرب وفي العالم الإسلامي، وذلك من حيث الظروف التي أدت إلى نشأتها، والأفكار الأساسية التي مثلت أساس انطلاقها، والمناهج النظرية والعملية التي سارت عليها، والنتائج القريبة والبعيدة التي ترتبت على نجاحها أو فشلها، وتسعى دولة الإمارات العربية المتحدة سعيا حثيثا في مجال التنمية المستدامة وتطبيقاتها، وذلك من خلال مشاريع كبيرة ومبشرة، مما يجعلها نموذجا يحتذى به، إضافة إلى دور المجتمع المدني في تحقيق الاستدامة، وربط السياسة النقدية في الاقتصاد الإسلامي، ودور مؤشرات التنمية المستدامة في صنع اتخاذ القرار في المؤسسات.							https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=254438
254391	6	جذور التآمر ضد الإمارات /	حميد، سالم.								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=254391
254389	6	الوجيز في شرح قانون التحكيم الاتحادي رقم (6) لسنة 2018 = | The brief explanation of the Fedral Arbitration Law No. 6 of 2018 /	مخلوف، أحمد.								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=254389
254384	6	البيت متوحد /	حامد، عبد الله صالح.	تمحور بحث عبد الله صالح حامد حول الهوية الوطنية الإماراتية بوصفها تمثل ماضياً عريقاً وحاضراً زاخراً ومستقبلاً مشرقاً، واستهدف الإجابة عن أسئلة عدة: ماذا تعني الهوية الوطنية؟ ما مكونات الهوية الوطنية؟ وكيف نغرس ونعزز مبادئ الهوية الوطنية؟ ما مهددات ومعوقات الهوية الوطنية؟ . البحث الثاني كان بعنوان "من أخلاق زايد" للباحث الدكتور جاد محمد عبد العزيز محمد، وهو "دراسة تأصيلية للجوانب الروحية والتربوية في حياة المغفور له الشيخ زايد بن سلطان آل نهيان، طيب الله ثراه وبيان دورها في وحدة البيت الإماراتي وبناء الحضارة الإماراتية" . البحث الثالث جاء بعنوان: "البيت متوحد" وأنجزه عادل محمد عبدالرحيم بامردوف العمودي، وخصصه ل "اتحاد الإمارات العربية المتحدة" متتبعاً جذور هذا الاتحاد ونشأته ودعائمه والمبادئ التي تأسس عليها، والتحديات، وأقوال المغفور له الشيخ زايد مؤسس الاتحاد، وأورد بعضها التي قيلت في الاتحاد والوطن والشباب .							https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=254384
254382	6	الحماية القانونية للفنان التشكيلي في دولة الإمارات العربية المتحدة /	بو شليبي، موزة أحمد محمد.								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=254382
254370	6	الهوية الوطنية و المواطنة الصالحة /	بالهول، أمل حميد.	كتاب الهوية الوطنية والمواطنة الصالحة، يتضمن ستة مباحث تتناول مواضيع الهوية الثقافية والهوية الوطنية، ويعرض نماذج تجربة دولية وعربية في التربية على الهوية الوطنية، والدور المنوط بدولة الإمارات من حيث الأنظمة والسياسات.							https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=254370
254365	6	موسوعة الأرقام القياسية : | دولة الإمارات العربية المتحدة : المراكز الأولى عربيا و اقليميا و دوليا : تحطيم أكثر من مائة رقم في موسوعة جينيس.		تسرد فيها المراكز الأولى عربياً وإقليمياً ودولياً التي حققتها دولة الإمارات على مدى العامين الماضيين، منها تحطيم أكثر من مائة رقم قياسي في موسوعة جينيس.وتم تصنيف الموسوعة إلى لوحات عدة، منها الأعمال الإنسانية الخارجية لدولة الإمارات التي تؤكد أن الإمارات هي الدولة الأكثر عطاء على الساحة الدولية بالنظر إلى احصائية مساعدات الدولة. وتتحدث اللوحة الثانية عن حقوق الإنسان في دولة الإمارات وحقوق المرأة والمراكز القيادية التي حققتها المرأة الإماراتية، فالإمارات وبحسب الموسوعة، هي أعلى النسب عالمياً في تعليم الإناث.أما اللوحة الثالثة فتتحدث عن المراكز الأولى التي حققتها الإمارات في مجال السلام الاجتماعي والأمن والأمان، وسيادة القانون ومكافحة الفساد والتنمية البشرية ومؤشرات الازدهار والتقدم والضمان الاجتماعي والملكية الفكرية والأداء المتميز للشرطة وغيرها الكثير في هذا الباب.أما بقية اللوحات في الموسوعة فتتنوع حول تقنية المعلومات والاتصالات والحكومة الإلكترونية والإنفاق الإعلاني والحريات المالية والاقتصادية والإنفاق العام والاستثمار والترابط التجاري العالمي والصناعات والمطارات والطيران والأسواق الحرة، ومؤشرات الازدهار والثراء والصحة والرعاية والرياضة							https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=254365
254364	6	الحريات المدنية و السياسية في دستور الإمارات : | البحوث الفائزة في مسابقة مركز المزماة للدراسات و البحوث /		يشتمل الكتاب على أربعة أبحاث فائزة في مسابقة المزماة البحثية، التي أطلقها المزماة عام 2012، قبل الاحتفال باليوم الوطني الـ41، ويحتوي هذا الكتاب على أربعة فصول، الأول يتحدث عن الحقوق الاجتماعية في مجتمع الإمارات في التشريعات الداخلية والاتفاقات الدولية، والفصل الثاني حول الحماية الدستورية للحق في الرعاية الصحية، والفصل الثالث حول حقوق الإنسان بين الدستور الإماراتي والإعلان العالمي لحقوق الإنسان، أما الفصل الرابع والأخير يتحدث بصفة عامة عن حقوق الإنسان في دولة الإمارات العربية المتحدة ( الحقوق الاجتماعية للفرد في مجتمع الامارات في التشريعات الداخلية و الاتفاقات الدولية /جوزة شنوان الشمري -- الحماية الدستورية للحق في الرعاية الصحية / حمدي عبد اللاه احمد -- حقوق الانسان بين الدستور الاماراتي والاعلان العالمي لحقوق الانسان / احمد محي الدين نوار --حقوق الانسان في دولة الامارات العربية المتحدة / سعد محمد سعد )							https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=254364
254355	6	الشيخ سعيد بن مكتوم : | رمز خالد من رموز الإمارات : عبقرية الآباء المؤسسين في إدارة الأزمات، (1878-1958 م) /	حميد، سالم.	تأتي المبادرة في إطار المشاركة بإحياء ذكرى وفاة الشيخ سعيد بن مكتوم آل مكتوم الخامسة والخمسين،ويضم الكتاب بين دفتيه تمهيداً حول سيرة هذا الرجل العظيم، وتعريفاً بالقبيلة العربية الأصيلة التي خرج منها، ثم نبذة عن حكام دبي الكرام الذين سبقوا الشيخ سعيد بن مكتوم في إدارة أمور إمارة دبي بدءاً من العام 1833م، ثم يتطرق الكتاب إلى التعريف بالمكان الذي تربى فيه المغفور له ألا وهو منزله في منطقة الشندغة بدبي؛ ثم نظرة إلى أوضاع دبي الداخلية في عهد الشيخ سعيد بن مكتوم، ويستعرض الكتاب مشاريع التنمية في عهد الراحل ولمحة عن واقع قوة ساحل عُمان، ودور المغفور له في دفع مسيرة التعليم، ويلقي الكتاب الضوء على حنكة الراحل السياسية في فض النزاعات حيث كان أهم شخصية تلجأ إليها الحكومة البريطانية في التوسط في حالة حدوث أي مشاكل أو سوء فهم مع مشيخات الإمارات . ويختتم الكتاب بوفاة الشيخ سعيد بن مكتوم، عندما أغمض المغفور له عينيه الكريمتين عن سن يناهز الثمانين عاماً، قضاها في أعمال البر والتقوى، ورحل سموه راضياً مرضياً ومطمئناً لمستقبل بلاده بعد أن أسندها إلى نجله المغفور له الشيخ راشد بن سعيد آل مكتوم .							https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=254355
254344	6	أحمد بن ماجد.. ملاح من جلفار : | الأبعاد المعرفية في شعره : قراءة نقدية /	حميد، سالم.	اشتمل الكتاب على عشرة فصول إضافة إلى ملحق تضمن نماذج من شعر ابن ماجد. وعالجت فصول الكتاب على التوالي العناوين والموضوعات التالية:  الفصل الأول جاء بعنوان “سيرة أحمد بن ماجد” واحتوى على مدخل، وإضاءة حول صلة وانتماء ابن ماجد إلى جلفار، مع لمحة تاريخية حول المرحلة التي عاش في ظلها وما رافقها من أحداث وغزو أجنبي لسواحل الإمارات والخليج العربي. ثم تناول الفصل مبحثاً حول ابن ماجد، اسمه، ونسبه. ولمحة عن شخصيته الملاحية. مع التطرق إلى الجدل المثار في بعض السرديات التاريخية حول حقيقة فرية إرشاده لفاسكو دي غاما إلى الهند.  في الفصل الثاني، يقدم الكتاب إطلالة على معالم تراث ابن ماجد، سارداً عناوين أعماله المتداولة والمفقودة، ومصطلحاته ورحلاته. إضافة إلى تأملات جوهرية حول الأفق الإنساني والحضاري في شخصية ابن ماجد وجهوده العلمية، ومدى إبحار أراجيزه وشمولها لمبادئ علم الملاحة. كما يتطرق هذا الفصل إلى عرض مضمون كتاب ابن ماجد الشهير “الفوائد في أصول علم البحر والقواعد”، ويسلط الضوء على ترجمة بعض أعماله إلى اللغات الأخرى. أما الفصل الثالث فيتناول أولوية الأبعاد المعرفية في شعر ابن ماجد، الملاح الشاعر المنحاز إلى المعرفة.  وفي إطار التحليل النقدي لخصوصية تراث ابن ماجد الشعري، يتناول الفصل الرابع خروج ابن ماجد على تقاليد ديوان العرب، واتصاف أراجيزه بإيقاع ملحمي ومضمون مغاير لتقاليد الشعر المتعارف عليها. وفي الجانب المعرفي الذي يتضمنه شعر ابن ماجد، يقدم الفصل الخامس من الكتاب قراءة حول مقاربة ابن ماجد الشاملة لعلم الملاحة، من خلال تتبع جوهر مضمون أرجوزته الأكثر شهرة “حاوية الاختصار في أصول علم البحار”. كما تناول الفصل السادس من الكتاب أرجوزة أخرى هي “السفالية” من زاوية رصد التداخل فيها بين البعدين الملحمي والمعرفي، ومدى اختزان ذاكرة ابن ماجد لأسرار وتفاصيل عملية الإبحار من وإلى شرق أفريقيا.  وللمزيد من الغوص في أشكال الإبداع الشعري لدى ابن ماجد، يقدم الفصل السابع قراءة في قصيدة المكية التي مزج فيها الملاح الشاعر بين الحنين ووصف بعض الرحلات البحرية، بحيث ظهرت شخصيته في هذا النص “عاشقاً ومفارقاً لا يكف عن الرحيل”.  نأتي إلى الفصل الثامن من الكتاب، ويتضمن قراءة في قصيدتين من أعمال ابن ماجد حول قياس بعض النجوم وفخره بعلمه واكتشافاته وقياساته الملاحية والفلكية. فيما يقرأ الفصل التاسع أرجوزة السبعية التي تعتبر كذلك من الأراجيز الشهيرة لأبن ماجد. أما الفصل العاشر والأخير فجاء بعنوان “دوافع هيمنة الهاجس المعرفي على شعر ابن ماجد”، وقدم شواهد وأدلة من النصوص تؤكد أن القول الشعري عند ابن ماجد كان لأغراض معرفية لتوثيق قواعد الملاحة الفلكية.  وتطرقت خاتمة الكتاب بإيجاز إلى أن قيمة أعمال ابن ماجد الشعرية تقاس بمستويين: المستوى المعرفي العام المتصل بالحقائق التي أثبتها وأختبرها وتوصل إليها، والمستوى الجمالي الذي عمل من خلاله على كسر القواعد الشعر المتعارف عليها ونجح في تحويل قصيدته إلى وعاء لتوثيق ونقل معارفه الملاحية المرتبطة بحركة النجوم في الأفق الفسيح.							https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=254344
254338	6	من هنا يبدأ إنجازك : | قصص فخر عيال زايد /	الشبلي، أسماء.	كتاب من هنا يبدأ إنجازك يحتوي على معنى النجاح، وعلى قصص نجاح نخبة من الإماراتيين الناجحين والمتميزين في الدولة، فإنهم واجهوا الكثير من العقبات خلال رحلة نجاحهم، ولكنهم استطاعوا التغلب عليها من خلال اتباعهم طرق وأساليب تجعلهم يواصلون رحلة نجاحهم، وأيضاً وجه كل منهم نصيحة للشباب وللأجيال القادمة تحثهم على الاستمرار في العمل وللوصول الى طموحاتهم.							https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=254338
253028	3	تطور الصناعة في دولة الإمارات العربية المتحدة في ربع القرن الأول من عمر الاتحاد 1971-1996 /	غانم، شهاب،								https://library.ecssr.ae/cgi-bin/koha/opac-detail.pl?biblionumber=253028
